start,end,cid,word,score_base,score_comb,dtw_cost,win
0,49,234,老闆,0.3651166260242462,0.3651166260242462,,30
35,64,289,雞肉,0.25373268127441406,0.25373268127441406,,30
55,104,84,問,0.24452030658721924,0.24452030658721924,,30
85,114,198,牛,0.2963382303714752,0.2963382303714752,,30
100,139,148,斤,0.34865543246269226,0.34865543246269226,,30
125,154,3,一,0.21477802097797394,0.21477802097797394,,30
145,214,95,多少錢,0.41383096575737,0.41383096575737,,30
195,239,231,給我,0.3481975793838501,0.3481975793838501,,30
225,274,234,老闆,0.31623315811157227,0.31623315811157227,,30
260,289,78,告訴(牠),0.27262037992477417,0.27262037992477417,,30
270,309,77,告訴,0.30240389704704285,0.30240389704704285,,30
295,334,198,牛,0.26345112919807434,0.26345112919807434,,30
315,344,148,斤,0.23277440667152405,0.23277440667152405,,30
330,359,3,一,0.2663000524044037,0.2663000524044037,,30
340,369,301,鳳梨,0.2432122826576233,0.2432122826576233,,30
355,404,17,三百元,0.35899683833122253,0.35899683833122253,,30
420,449,198,牛,0.27043232321739197,0.27043232321739197,,30
430,459,148,斤,0.316872239112854,0.316872239112854,,30
440,499,32,二,0.490477979183197,0.490477979183197,,30
500,529,260,買,0.23091565072536469,0.23091565072536469,,30
510,579,49,全部,0.7159973382949829,0.7159973382949829,,30
565,614,54,六百元,0.5359358787536621,0.5359358787536621,,30
595,634,228,給(你),0.4166942238807678,0.4166942238807678,,30
620,659,145,放心,0.6091418266296387,0.6091418266296387,,30
640,679,231,給我,0.2861320376396179,0.2861320376396179,,30
685,724,277,這兩個,0.24226787686347961,0.24226787686347961,,30
705,734,289,雞肉,0.2609134316444397,0.2609134316444397,,30
720,759,260,買,0.2964523434638977,0.2964523434638977,,30
770,799,231,給我,0.23409119248390198,0.23409119248390198,,30
790,819,234,老闆,0.255582720041275,0.255582720041275,,30
825,884,84,問,0.44148027896881104,0.44148027896881104,,30
900,929,275,這三個,0.2613874077796936,0.2613874077796936,,30
910,949,95,多少錢,0.29379525780677795,0.29379525780677795,,30
955,984,149,早上,0.22811660170555115,0.22811660170555115,,30
970,999,234,老闆,0.20430827140808105,0.20430827140808105,,30
985,1014,301,鳳梨,0.22562122344970703,0.22562122344970703,,30
1190,1239,260,買,0.239349365234375,0.239349365234375,,30
1225,1314,185,洗衣服,0.3064679503440857,0.3064679503440857,,30
1295,1324,240,花叢,0.24637258052825928,0.24637258052825928,,30
1315,1344,185,洗衣服,0.21788853406906128,0.21788853406906128,,30
1330,1359,229,給(我),0.26044756174087524,0.26044756174087524,,30
1340,1389,185,洗衣服,0.26192158460617065,0.26192158460617065,,30
