start,end,cid,word,score_base,score_comb,dtw_cost,win
20,79,161,書包,0.5687521696090698,0.5687521696090698,,30
65,124,96,大,0.5866653323173523,0.5866653323173523,,30
115,144,70,叫,0.2455919235944748,0.2455919235944748,,30
125,174,161,書包,0.5402883291244507,0.5402883291244507,,30
160,219,248,裡面,0.5657211542129517,0.5657211542129517,,30
200,269,160,書,0.5213791131973267,0.5213791131973267,,30
250,299,223,筆,0.4214032292366028,0.4214032292366028,,30
285,369,170,橡皮擦,0.6189176440238953,0.6189176440238953,,30
350,389,13,三,0.6373491287231445,0.6373491287231445,,30
370,409,176,水壺,0.5231796503067017,0.5231796503067017,,30
395,444,96,大,0.5344544649124146,0.5344544649124146,,30
430,469,3,一,0.3068261444568634,0.3068261444568634,,30
460,519,163,有,0.3600056767463684,0.3600056767463684,,30
500,539,173,比賽,0.2899799346923828,0.2899799346923828,,30
