start,end,cid,word,score_base,score_comb,dtw_cost,win
0,84,51,公園,0.36697643995285034,0.36697643995285034,,30
5,34,51,公園,0.34622594714164734,0.34622594714164734,,30
10,39,51,公園,0.36697643995285034,0.36697643995285034,,30
15,44,51,公園,0.35341817140579224,0.35341817140579224,,30
20,49,51,公園,0.3495630621910095,0.3495630621910095,,30
25,54,51,公園,0.351566344499588,0.351566344499588,,30
30,59,51,公園,0.32181307673454285,0.32181307673454285,,30
35,64,51,公園,0.29879528284072876,0.29879528284072876,,30
40,69,51,公園,0.3184777796268463,0.3184777796268463,,30
45,74,51,公園,0.32876718044281006,0.32876718044281006,,30
50,79,51,公園,0.2829274535179138,0.2829274535179138,,30
55,84,51,公園,0.22820144891738892,0.22820144891738892,,30
80,119,107,家,0.31564217805862427,0.31564217805862427,,30
85,114,107,家,0.2897380590438843,0.2897380590438843,,30
90,119,107,家,0.31564217805862427,0.31564217805862427,,30
95,124,107,家,0.306937038898468,0.306937038898468,,30
100,129,286,附近,0.2646152377128601,0.2646152377128601,,30
105,154,286,附近,0.3588774800300598,0.3588774800300598,,30
110,139,286,附近,0.35043925046920776,0.35043925046920776,,30
115,144,286,附近,0.3588774800300598,0.3588774800300598,,30
120,149,286,附近,0.34503549337387085,0.34503549337387085,,30
125,154,286,附近,0.30690068006515503,0.30690068006515503,,30
130,159,286,附近,0.2553364038467407,0.2553364038467407,,30
145,174,168,棒,0.20404234528541565,0.20404234528541565,,30
150,179,300,鳥,0.25522932410240173,0.25522932410240173,,30
155,204,300,鳥,0.302559494972229,0.302559494972229,,30
160,189,300,鳥,0.29900529980659485,0.29900529980659485,,30
165,194,300,鳥,0.302559494972229,0.302559494972229,,30
170,199,300,鳥,0.29353827238082886,0.29353827238082886,,30
175,204,300,鳥,0.27573519945144653,0.27573519945144653,,30
180,209,300,鳥,0.25930044054985046,0.25930044054985046,,30
185,214,144,放學,0.29222196340560913,0.29222196340560913,,30
190,219,144,放學,0.31275004148483276,0.31275004148483276,,30
195,224,144,放學,0.3103218078613281,0.3103218078613281,,30
