start,end,cid,word,score_base,score_comb,dtw_cost,win
0,39,296,馬,0.23416389524936676,0.23416389524936676,,30
5,34,296,馬,0.2266889065504074,0.2266889065504074,,30
10,39,296,馬,0.22323617339134216,0.22323617339134216,,30
15,44,136,打掃,0.22723229229450226,0.22723229229450226,,30
20,59,107,家,0.32525306940078735,0.32525306940078735,,30
25,54,107,家,0.3141433596611023,0.3141433596611023,,30
30,59,107,家,0.32525306940078735,0.32525306940078735,,30
35,64,107,家,0.21743273735046387,0.21743273735046387,,30
45,94,201,狗,0.252262145280838,0.252262145280838,,30
50,79,201,狗,0.24227245151996613,0.24227245151996613,,30
55,84,201,狗,0.252262145280838,0.252262145280838,,30
60,89,201,狗,0.2521285116672516,0.2521285116672516,,30
65,94,201,狗,0.2287488728761673,0.2287488728761673,,30
70,99,201,狗,0.20341862738132477,0.20341862738132477,,30
75,154,290,頑皮,0.7098218202590942,0.7098218202590942,,30
80,109,290,頑皮,0.5993829965591431,0.5993829965591431,,30
85,114,290,頑皮,0.6467394828796387,0.6467394828796387,,30
90,119,290,頑皮,0.6701716780662537,0.6701716780662537,,30
95,124,290,頑皮,0.6960285902023315,0.6960285902023315,,30
100,129,290,頑皮,0.7041841745376587,0.7041841745376587,,30
105,134,290,頑皮,0.7098218202590942,0.7098218202590942,,30
110,139,290,頑皮,0.7044857740402222,0.7044857740402222,,30
115,144,290,頑皮,0.6757286190986633,0.6757286190986633,,30
120,149,290,頑皮,0.6123889684677124,0.6123889684677124,,30
125,154,290,頑皮,0.5038347244262695,0.5038347244262695,,30
130,159,290,頑皮,0.3293163776397705,0.3293163776397705,,30
155,204,90,回家,0.2556447982788086,0.2556447982788086,,30
160,189,90,回家,0.23720014095306396,0.23720014095306396,,30
165,194,90,回家,0.23997199535369873,0.23997199535369873,,30
170,199,90,回家,0.24578770995140076,0.24578770995140076,,30
175,204,90,回家,0.2556447982788086,0.2556447982788086,,30
180,209,90,回家,0.2555035650730133,0.2555035650730133,,30
185,214,93,坐下,0.3363744616508484,0.3363744616508484,,30
190,219,93,坐下,0.36497393250465393,0.36497393250465393,,30
195,224,93,坐下,0.35209280252456665,0.35209280252456665,,30
200,229,179,沙發,0.4779950976371765,0.4779950976371765,,30
205,244,179,沙發,0.5044491291046143,0.5044491291046143,,30
210,239,179,沙發,0.4825948476791382,0.4825948476791382,,30
215,244,179,沙發,0.47209632396698,0.47209632396698,,30
220,249,179,沙發,0.458093523979187,0.458093523979187,,30
225,304,79,咬,0.6887490749359131,0.6887490749359131,,30
230,259,79,咬,0.5296409130096436,0.5296409130096436,,30
235,264,79,咬,0.656438946723938,0.656438946723938,,30
240,269,79,咬,0.6812924742698669,0.6812924742698669,,30
245,274,79,咬,0.6887490749359131,0.6887490749359131,,30
250,279,79,咬,0.6740710735321045,0.6740710735321045,,30
255,284,79,咬,0.6685028076171875,0.6685028076171875,,30
260,289,79,咬,0.659190833568573,0.659190833568573,,30
265,294,79,咬,0.6419246196746826,0.6419246196746826,,30
270,299,79,咬,0.5749819278717041,0.5749819278717041,,30
275,304,79,咬,0.39448803663253784,0.39448803663253784,,30
280,309,86,喜歡,0.2524835467338562,0.2524835467338562,,30
285,334,86,喜歡,0.27409374713897705,0.27409374713897705,,30
290,319,86,喜歡,0.27285444736480713,0.27285444736480713,,30
295,324,86,喜歡,0.2591487169265747,0.2591487169265747,,30
300,329,86,喜歡,0.25714507699012756,0.25714507699012756,,30
305,334,86,喜歡,0.24616211652755737,0.24616211652755737,,30
320,349,255,豐盛,0.28381240367889404,0.28381240367889404,,30
325,354,255,豐盛,0.2946438789367676,0.2946438789367676,,30
330,359,255,豐盛,0.28385764360427856,0.28385764360427856,,30
345,384,249,見到,0.4409562647342682,0.4409562647342682,,30
350,379,249,見到,0.4287959337234497,0.4287959337234497,,30
355,384,249,見到,0.4409562647342682,0.4409562647342682,,30
360,389,249,見到,0.4065900444984436,0.4065900444984436,,30
365,394,215,看到,0.2076265513896942,0.2076265513896942,,30
370,399,268,跳,0.3065422475337982,0.3065422475337982,,30
375,404,268,跳,0.31865599751472473,0.31865599751472473,,30
380,409,268,跳,0.29909375309944153,0.29909375309944153,,30
385,454,146,散步,0.40785086154937744,0.40785086154937744,,30
390,419,146,散步,0.3347757160663605,0.3347757160663605,,30
395,424,146,散步,0.34207311272621155,0.34207311272621155,,30
400,429,146,散步,0.30726009607315063,0.30726009607315063,,30
405,434,146,散步,0.3675953447818756,0.3675953447818756,,30
410,439,146,散步,0.3759270906448364,0.3759270906448364,,30
415,444,146,散步,0.40785086154937744,0.40785086154937744,,30
420,449,146,散步,0.384594202041626,0.384594202041626,,30
425,454,146,散步,0.3465874195098877,0.3465874195098877,,30
430,459,146,散步,0.28274452686309814,0.28274452686309814,,30
435,464,132,手提袋,0.2778189480304718,0.2778189480304718,,30
440,469,132,手提袋,0.24178071320056915,0.24178071320056915,,30
445,474,69,去,0.23195244371891022,0.23195244371891022,,30
450,479,69,去,0.20578840374946594,0.20578840374946594,,30
505,534,201,狗,0.22899630665779114,0.22899630665779114,,30
510,539,201,狗,0.23429276049137115,0.23429276049137115,,30
515,544,201,狗,0.21788737177848816,0.21788737177848816,,30
520,589,268,跳,0.5386621952056885,0.5386621952056885,,30
525,554,268,跳,0.39379245042800903,0.39379245042800903,,30
530,559,268,跳,0.46834397315979004,0.46834397315979004,,30
535,564,268,跳,0.5195751786231995,0.5195751786231995,,30
540,569,268,跳,0.5386621952056885,0.5386621952056885,,30
545,574,268,跳,0.5370932817459106,0.5370932817459106,,30
550,579,268,跳,0.5107166171073914,0.5107166171073914,,30
555,584,268,跳,0.46093371510505676,0.46093371510505676,,30
560,589,268,跳,0.38876211643218994,0.38876211643218994,,30
565,594,285,開心,0.36942481994628906,0.36942481994628906,,30
570,629,285,開心,0.4362366199493408,0.4362366199493408,,30
575,604,285,開心,0.4097129702568054,0.4097129702568054,,30
580,609,285,開心,0.41562461853027344,0.41562461853027344,,30
585,614,285,開心,0.42538008093833923,0.42538008093833923,,30
590,619,285,開心,0.43180811405181885,0.43180811405181885,,30
595,624,285,開心,0.4247649610042572,0.4247649610042572,,30
600,629,285,開心,0.4088604748249054,0.4088604748249054,,30
605,634,285,開心,0.33617454767227173,0.33617454767227173,,30
635,664,40,今天,0.22007933259010315,0.22007933259010315,,30
640,689,40,今天,0.5410385131835938,0.5410385131835938,,30
645,674,40,今天,0.5103776454925537,0.5103776454925537,,30
650,679,40,今天,0.5410385131835938,0.5410385131835938,,30
655,684,40,今天,0.5216876864433289,0.5216876864433289,,30
660,689,40,今天,0.4206473231315613,0.4206473231315613,,30
665,694,40,今天,0.3384782075881958,0.3384782075881958,,30
675,704,201,狗,0.2351096272468567,0.2351096272468567,,30
680,719,201,狗,0.25306859612464905,0.25306859612464905,,30
685,714,201,狗,0.24607205390930176,0.24607205390930176,,30
690,719,201,狗,0.22374173998832703,0.22374173998832703,,30
720,749,200,牽,0.2395266443490982,0.2395266443490982,,30
725,774,200,牽,0.4607722759246826,0.4607722759246826,,30
730,759,200,牽,0.44576412439346313,0.44576412439346313,,30
735,764,200,牽,0.4607722759246826,0.4607722759246826,,30
740,769,200,牽,0.452182412147522,0.452182412147522,,30
745,774,200,牽,0.38156336545944214,0.38156336545944214,,30
750,779,200,牽,0.3714148998260498,0.3714148998260498,,30
755,784,146,散步,0.33112847805023193,0.33112847805023193,,30
760,839,146,散步,0.4454871416091919,0.4454871416091919,,30
765,794,146,散步,0.3687446117401123,0.3687446117401123,,30
770,799,146,散步,0.37975725531578064,0.37975725531578064,,30
775,804,146,散步,0.3956313729286194,0.3956313729286194,,30
780,809,146,散步,0.42197996377944946,0.42197996377944946,,30
785,814,146,散步,0.42819541692733765,0.42819541692733765,,30
790,819,146,散步,0.4454871416091919,0.4454871416091919,,30
795,824,146,散步,0.3676469027996063,0.3676469027996063,,30
800,829,146,散步,0.25052472949028015,0.25052472949028015,,30
805,834,146,散步,0.24823860824108124,0.24823860824108124,,30
810,839,146,散步,0.2227085530757904,0.2227085530757904,,30
815,844,146,散步,0.212643563747406,0.212643563747406,,30
820,849,146,散步,0.20973771810531616,0.20973771810531616,,30
825,854,144,放學,0.22179144620895386,0.22179144620895386,,30
840,869,135,打手語,0.24135543406009674,0.24135543406009674,,30
845,904,135,打手語,0.4381216764450073,0.4381216764450073,,30
850,879,135,打手語,0.2981190085411072,0.2981190085411072,,30
855,884,135,打手語,0.39307183027267456,0.39307183027267456,,30
860,889,135,打手語,0.4235546588897705,0.4235546588897705,,30
865,894,135,打手語,0.4381216764450073,0.4381216764450073,,30
870,899,135,打手語,0.34457477927207947,0.34457477927207947,,30
875,904,135,打手語,0.27477097511291504,0.27477097511291504,,30
890,939,77,告訴,0.26601922512054443,0.26601922512054443,,30
895,924,77,告訴,0.2425074577331543,0.2425074577331543,,30
900,929,77,告訴,0.26601922512054443,0.26601922512054443,,30
905,934,77,告訴,0.25886213779449463,0.25886213779449463,,30
910,939,77,告訴,0.23942190408706665,0.23942190408706665,,30
915,944,77,告訴,0.22757554054260254,0.22757554054260254,,30
920,949,267,跑步,0.21249701082706451,0.21249701082706451,,30
925,974,267,跑步,0.37203890085220337,0.37203890085220337,,30
930,959,267,跑步,0.3316009044647217,0.3316009044647217,,30
935,964,267,跑步,0.37203890085220337,0.37203890085220337,,30
940,969,267,跑步,0.3637661933898926,0.3637661933898926,,30
945,974,267,跑步,0.24459950625896454,0.24459950625896454,,30
955,984,23,不,0.36456048488616943,0.36456048488616943,,30
960,1009,23,不,0.6926702857017517,0.6926702857017517,,30
965,994,23,不,0.5992749929428101,0.5992749929428101,,30
970,999,23,不,0.6926702857017517,0.6926702857017517,,30
975,1004,23,不,0.6874103546142578,0.6874103546142578,,30
980,1009,23,不,0.6157633066177368,0.6157633066177368,,30
985,1014,23,不,0.5050041079521179,0.5050041079521179,,30
1000,1029,70,叫,0.4581959545612335,0.4581959545612335,,30
1005,1044,70,叫,0.5089678168296814,0.5089678168296814,,30
1010,1039,70,叫,0.5040708780288696,0.5040708780288696,,30
1015,1044,70,叫,0.324483186006546,0.324483186006546,,30
1020,1049,81,唯一,0.28193777799606323,0.28193777799606323,,30
1025,1054,70,叫,0.2168622612953186,0.2168622612953186,,30
1030,1079,25,不可以,0.3749765157699585,0.3749765157699585,,30
1035,1064,25,不可以,0.36978083848953247,0.36978083848953247,,30
1040,1069,25,不可以,0.3749765157699585,0.3749765157699585,,30
1045,1074,25,不可以,0.35870885848999023,0.35870885848999023,,30
1050,1079,25,不可以,0.24884751439094543,0.24884751439094543,,30
1075,1104,133,手語,0.2343248873949051,0.2343248873949051,,30
1080,1109,133,手語,0.22170467674732208,0.22170467674732208,,30
1085,1114,97,大吃一頓,0.22681602835655212,0.22681602835655212,,30
1090,1119,277,這兩個,0.254253625869751,0.254253625869751,,30
1095,1154,277,這兩個,0.5903864502906799,0.5903864502906799,,30
1100,1129,277,這兩個,0.37569326162338257,0.37569326162338257,,30
1105,1134,277,這兩個,0.42691701650619507,0.42691701650619507,,30
1110,1139,277,這兩個,0.4817316234111786,0.4817316234111786,,30
1115,1144,277,這兩個,0.5903864502906799,0.5903864502906799,,30
1120,1149,277,這兩個,0.5360546708106995,0.5360546708106995,,30
1125,1154,277,這兩個,0.40322941541671753,0.40322941541671753,,30
1130,1159,277,這兩個,0.33082470297813416,0.33082470297813416,,30
1135,1164,199,牠,0.23416069149971008,0.23416069149971008,,30
1140,1169,199,牠,0.203093022108078,0.203093022108078,,30
1155,1204,214,看,0.3140883445739746,0.3140883445739746,,30
1160,1189,214,看,0.31329017877578735,0.31329017877578735,,30
1165,1194,214,看,0.3140883445739746,0.3140883445739746,,30
1170,1199,214,看,0.3012170195579529,0.3012170195579529,,30
1175,1204,214,看,0.26291853189468384,0.26291853189468384,,30
1180,1209,127,懂,0.3325420618057251,0.3325420618057251,,30
1185,1214,127,懂,0.3561456799507141,0.3561456799507141,,30
1190,1219,127,懂,0.32522138953208923,0.32522138953208923,,30
1195,1224,280,遵守,0.29244762659072876,0.29244762659072876,,30
1200,1259,280,遵守,0.46290385723114014,0.46290385723114014,,30
1205,1234,280,遵守,0.41031748056411743,0.41031748056411743,,30
