start,end,cid,word,score_base,score_comb,dtw_cost,win
0,29,27,不見,0.2524302303791046,0.2524302303791046,,30
15,64,23,不,0.4059599041938782,0.4059599041938782,,30
70,144,181,洗手,0.6643105149269104,0.6643105149269104,,30
125,219,184,洗臉,0.4878140687942505,0.4878140687942505,,30
200,279,187,洗頭,0.6558310985565186,0.6558310985565186,,30
265,314,282,都,0.5095691680908203,0.5095691680908203,,30
300,369,31,乾淨,0.5176117420196533,0.5176117420196533,,30
350,409,182,洗澡,0.6100583076477051,0.6100583076477051,,30
395,484,239,舒服,0.38783973455429077,0.38783973455429077,,30
500,529,141,捉迷藏,0.24324673414230347,0.24324673414230347,,30
510,549,271,身體,0.24663129448890686,0.24663129448890686,,30
545,634,293,香,0.48856842517852783,0.48856842517852783,,30
620,674,173,比賽,0.28314727544784546,0.28314727544784546,,30
655,694,185,洗衣服,0.3395618200302124,0.3395618200302124,,30
