start,end,cid,word,score_base,score_comb,dtw_cost,win
5,34,142,換,0.6088685393333435,0.6088685393333435,,30
20,109,18,上課,0.6658298373222351,0.6658298373222351,,30
90,139,142,換,0.6040748357772827,0.6040748357772827,,30
125,164,129,我們,0.3258863687515259,0.3258863687515259,,30
150,179,5,一星期,0.3049517869949341,0.3049517869949341,,30
160,229,93,坐下,0.5795169472694397,0.5795169472694397,,30
215,264,142,換,0.7831063866615295,0.7831063866615295,,30
250,299,129,我們,0.34604427218437195,0.34604427218437195,,30
285,324,133,手語,0.29860979318618774,0.29860979318618774,,30
310,379,104,學,0.4152275323867798,0.4152275323867798,,30
360,389,280,遵守,0.20564886927604675,0.20564886927604675,,30
375,414,262,贏,0.4674219489097595,0.4674219489097595,,30
400,449,133,手語,0.33401691913604736,0.33401691913604736,,30
435,484,104,學,0.4604666829109192,0.4604666829109192,,30
465,544,285,開心,0.4362300932407379,0.4362300932407379,,30
530,559,173,比賽,0.3428639769554138,0.3428639769554138,,30
540,569,142,換,0.34555256366729736,0.34555256366729736,,30
555,604,133,手語,0.37690627574920654,0.37690627574920654,,30
625,689,86,喜歡,0.24926257133483887,0.24926257133483887,,30
670,699,127,懂,0.3034653961658478,0.3034653961658478,,30
