start,end,cid,word,score_base,score_comb,dtw_cost,win
0,49,88,四十,0.260464072227478,0.260464072227478,,30
35,64,145,放心,0.25221818685531616,0.25221818685531616,,30
50,89,88,四十,0.27678313851356506,0.27678313851356506,,30
85,164,181,洗手,0.6226733922958374,0.6226733922958374,,30
145,229,184,洗臉,0.47404414415359497,0.47404414415359497,,30
210,299,187,洗頭,0.6502261757850647,0.6502261757850647,,30
280,329,282,都,0.48675453662872314,0.48675453662872314,,30
310,379,31,乾淨,0.504814863204956,0.504814863204956,,30
365,424,182,洗澡,0.590970516204834,0.590970516204834,,30
405,504,239,舒服,0.40005549788475037,0.40005549788475037,,30
490,519,88,四十,0.2162647843360901,0.2162647843360901,,30
525,574,271,身體,0.27499818801879883,0.27499818801879883,,30
555,594,88,四十,0.21454517543315887,0.21454517543315887,,30
580,659,293,香,0.4384828805923462,0.4384828805923462,,30
640,669,173,比賽,0.3151448965072632,0.3151448965072632,,30
655,704,142,換,0.5584506988525391,0.5584506988525391,,30
