start,end,cid,word,score_base,score_comb,dtw_cost,win
20,49,262,贏,0.30470603704452515,0.30470603704452515,,30
40,99,102,媽媽,0.276072233915329,0.276072233915329,,30
80,179,158,晚安,0.49250125885009766,0.49250125885009766,,30
185,234,197,爸爸,0.26295629143714905,0.26295629143714905,,30
230,304,158,晚安,0.4929429292678833,0.4929429292678833,,30
330,379,201,狗,0.2691105902194977,0.2691105902194977,,30
370,429,217,睡覺,0.4294910430908203,0.4294910430908203,,30
415,444,144,放學,0.2973945736885071,0.2973945736885071,,30
440,509,258,貓,0.7735159397125244,0.7735159397125244,,30
490,549,217,睡覺,0.4301091134548187,0.4301091134548187,,30
530,599,6,一樣,0.5825839638710022,0.5825839638710022,,30
590,619,36,五十,0.21382823586463928,0.21382823586463928,,30
630,694,217,睡覺,0.43318867683410645,0.43318867683410645,,30
680,709,78,告訴(牠),0.252191960811615,0.252191960811615,,30
740,769,216,看見,0.20601165294647217,0.20601165294647217,,30
750,819,250,見面,0.7312629818916321,0.7312629818916321,,30
