start,end,cid,word,score_base,score_comb,dtw_cost,win
0,69,38,人,0.22199276089668274,0.22199276089668274,,30
55,84,181,洗手,0.20582380890846252,0.20582380890846252,,30
75,124,120,弟弟,0.3412392735481262,0.3412392735481262,,30
105,164,9,一起,0.3188958168029785,0.3188958168029785,,30
160,189,51,公園,0.21214915812015533,0.21214915812015533,,30
170,239,204,玩飛盤,0.6013754606246948,0.6013754606246948,,30
220,259,144,放學,0.27448034286499023,0.27448034286499023,,30
265,334,100,妹妹,0.5681689977645874,0.5681689977645874,,30
315,354,9,一起,0.3120012581348419,0.3120012581348419,,30
335,394,297,騎腳踏車,0.47487375140190125,0.47487375140190125,,30
380,419,57,再見,0.39077726006507874,0.39077726006507874,,30
400,429,297,騎腳踏車,0.21431127190589905,0.21431127190589905,,30
410,459,144,放學,0.3174625635147095,0.3174625635147095,,30
440,524,300,鳥,0.45739495754241943,0.45739495754241943,,30
510,549,9,一起,0.2728050947189331,0.2728050947189331,,30
530,619,183,洗碗,0.6488640308380127,0.6488640308380127,,30
620,649,123,微風吹,0.2538125514984131,0.2538125514984131,,30
645,694,300,鳥,0.3078298568725586,0.3078298568725586,,30
675,724,9,一起,0.3643624186515808,0.3643624186515808,,30
705,794,136,打掃,0.6799089908599854,0.6799089908599854,,30
785,834,45,你們,0.2693288028240204,0.2693288028240204,,30
815,844,90,回家,0.24693816900253296,0.24693816900253296,,30
825,884,117,幸福,0.33704259991645813,0.33704259991645813,,30
880,909,136,打掃,0.2177436649799347,0.2177436649799347,,30
