start,end,cid,word,score_base,score_comb,dtw_cost,win
10,59,102,媽媽,0.23951679468154907,0.23951679468154907,,30
50,119,158,晚安,0.4838358759880066,0.4838358759880066,,30
105,144,105,安靜,0.4052424132823944,0.4052424132823944,,30
140,169,267,跑步,0.2021145522594452,0.2021145522594452,,30
165,204,197,爸爸,0.24961328506469727,0.24961328506469727,,30
185,214,300,鳥,0.2441117763519287,0.2441117763519287,,30
200,274,158,晚安,0.4942963719367981,0.4942963719367981,,30
255,284,204,玩飛盤,0.2090190052986145,0.2090190052986145,,30
270,299,267,跑步,0.20257338881492615,0.20257338881492615,,30
300,349,201,狗,0.2724001705646515,0.2724001705646515,,30
340,409,217,睡覺,0.4317912757396698,0.4317912757396698,,30
390,429,267,跑步,0.22860480844974518,0.22860480844974518,,30
410,479,258,貓,0.7755749821662903,0.7755749821662903,,30
460,509,217,睡覺,0.4291574954986572,0.4291574954986572,,30
495,564,6,一樣,0.5828084945678711,0.5828084945678711,,30
555,584,77,告訴,0.2017422914505005,0.2017422914505005,,30
565,604,23,不,0.2812701463699341,0.2812701463699341,,30
600,664,217,睡覺,0.4400984048843384,0.4400984048843384,,30
650,679,59,刷牙,0.20986628532409668,0.20986628532409668,,30
700,739,216,看見,0.24530068039894104,0.24530068039894104,,30
720,789,250,見面,0.7168223857879639,0.7168223857879639,,30
