start,end,cid,word,score_base,score_comb,dtw_cost,win
0,79,263,起床,0.6800024509429932,0.6800024509429932,,30
60,144,150,早安,0.6086203455924988,0.6086203455924988,,30
130,209,59,刷牙,0.6509292125701904,0.6509292125701904,,30
190,279,184,洗臉,0.5864427089691162,0.5864427089691162,,30
260,359,221,穿衣服,0.6018667221069336,0.6018667221069336,,30
340,414,254,讀書,0.4923848509788513,0.4923848509788513,,30
395,424,69,去,0.20261426270008087,0.20261426270008087,,30
410,439,92,圖書館,0.2652060091495514,0.2652060091495514,,30
425,529,285,開心,0.5346344709396362,0.5346344709396362,,30
510,559,263,起床,0.2389031946659088,0.2389031946659088,,30
