start,end,cid,word,score_base,score_comb,dtw_cost,win
0,29,27,不見,0.29527992010116577,0.29527992010116577,,30
5,34,27,不見,0.20096281170845032,0.20096281170845032,,30
10,39,194,為甚麼,0.28602147102355957,0.28602147102355957,,30
15,44,194,為甚麼,0.2708844840526581,0.2708844840526581,,30
20,49,300,鳥,0.25545209646224976,0.25545209646224976,,30
55,84,201,狗,0.2178841531276703,0.2178841531276703,,30
60,99,201,狗,0.2420579344034195,0.2420579344034195,,30
65,94,201,狗,0.23612293601036072,0.23612293601036072,,30
70,99,201,狗,0.20249569416046143,0.20249569416046143,,30
80,109,122,微笑,0.2947651147842407,0.2947651147842407,,30
85,114,200,牽,0.24720945954322815,0.24720945954322815,,30
90,169,200,牽,0.34933191537857056,0.34933191537857056,,30
95,124,200,牽,0.3052634596824646,0.3052634596824646,,30
100,129,200,牽,0.3186165690422058,0.3186165690422058,,30
105,134,200,牽,0.3380115032196045,0.3380115032196045,,30
110,139,200,牽,0.34933191537857056,0.34933191537857056,,30
115,144,200,牽,0.3444196581840515,0.3444196581840515,,30
120,149,200,牽,0.3314040005207062,0.3314040005207062,,30
125,154,200,牽,0.3273221552371979,0.3273221552371979,,30
130,159,200,牽,0.31988343596458435,0.31988343596458435,,30
135,164,200,牽,0.3175162672996521,0.3175162672996521,,30
140,169,200,牽,0.30123454332351685,0.30123454332351685,,30
145,174,200,牽,0.21541853249073029,0.21541853249073029,,30
160,189,45,你們,0.22796830534934998,0.22796830534934998,,30
165,244,51,公園,0.44844627380371094,0.44844627380371094,,30
170,199,51,公園,0.3054388761520386,0.3054388761520386,,30
175,204,51,公園,0.37988367676734924,0.37988367676734924,,30
180,209,51,公園,0.3947466015815735,0.3947466015815735,,30
185,214,51,公園,0.4071815013885498,0.4071815013885498,,30
190,219,51,公園,0.4124206602573395,0.4124206602573395,,30
195,224,51,公園,0.4218705892562866,0.4218705892562866,,30
200,229,51,公園,0.4434579014778137,0.4434579014778137,,30
205,234,51,公園,0.44844627380371094,0.44844627380371094,,30
210,239,51,公園,0.4190845191478729,0.4190845191478729,,30
215,244,51,公園,0.3881109952926636,0.3881109952926636,,30
220,249,51,公園,0.36119765043258667,0.36119765043258667,,30
225,254,51,公園,0.29108917713165283,0.29108917713165283,,30
230,289,203,玩,0.44989269971847534,0.44989269971847534,,30
235,264,203,玩,0.4064186215400696,0.4064186215400696,,30
240,269,203,玩,0.44194239377975464,0.44194239377975464,,30
245,274,203,玩,0.4496990144252777,0.4496990144252777,,30
250,279,203,玩,0.44989269971847534,0.44989269971847534,,30
255,284,203,玩,0.42900294065475464,0.42900294065475464,,30
260,289,203,玩,0.4271232485771179,0.4271232485771179,,30
265,294,203,玩,0.34959033131599426,0.34959033131599426,,30
270,319,144,放學,0.475602388381958,0.475602388381958,,30
275,304,144,放學,0.33970075845718384,0.33970075845718384,,30
280,309,144,放學,0.475602388381958,0.475602388381958,,30
285,314,144,放學,0.34059223532676697,0.34059223532676697,,30
290,319,144,放學,0.3118540644645691,0.3118540644645691,,30
295,324,204,玩飛盤,0.20647946000099182,0.20647946000099182,,30
300,329,61,動物(到處跑),0.2403709888458252,0.2403709888458252,,30
305,334,61,動物(到處跑),0.2633095681667328,0.2633095681667328,,30
310,339,51,公園,0.3482164740562439,0.3482164740562439,,30
315,394,51,公園,0.45753979682922363,0.45753979682922363,,30
320,349,51,公園,0.4097815155982971,0.4097815155982971,,30
325,354,51,公園,0.43049681186676025,0.43049681186676025,,30
330,359,51,公園,0.4518858790397644,0.4518858790397644,,30
335,364,51,公園,0.45753979682922363,0.45753979682922363,,30
340,369,51,公園,0.43750929832458496,0.43750929832458496,,30
345,374,51,公園,0.4149699807167053,0.4149699807167053,,30
350,379,51,公園,0.3836892247200012,0.3836892247200012,,30
355,384,51,公園,0.3674284815788269,0.3674284815788269,,30
360,389,51,公園,0.2771090865135193,0.2771090865135193,,30
