start,end,cid,word,score_base,score_comb,dtw_cost,win
10,39,124,情形,0.2086767703294754,0.2086767703294754,,30
20,49,226,約會,0.28625959157943726,0.28625959157943726,,30
25,54,226,約會,0.3280394673347473,0.3280394673347473,,30
30,59,159,晚餐,0.368034303188324,0.368034303188324,,30
35,64,225,約,0.5150463581085205,0.5150463581085205,,30
40,69,225,約,0.5059130787849426,0.5059130787849426,,30
45,84,159,晚餐,0.433965265750885,0.433965265750885,,30
50,79,159,晚餐,0.41077297925949097,0.41077297925949097,,30
55,84,159,晚餐,0.39560985565185547,0.39560985565185547,,30
60,89,159,晚餐,0.3710789084434509,0.3710789084434509,,30
65,94,159,晚餐,0.32484912872314453,0.32484912872314453,,30
70,139,255,豐盛,0.47047626972198486,0.47047626972198486,,30
75,104,255,豐盛,0.4262082576751709,0.4262082576751709,,30
80,109,255,豐盛,0.4498289227485657,0.4498289227485657,,30
85,114,255,豐盛,0.4642482399940491,0.4642482399940491,,30
90,119,255,豐盛,0.47047626972198486,0.47047626972198486,,30
95,124,255,豐盛,0.46727895736694336,0.46727895736694336,,30
100,129,255,豐盛,0.4554005563259125,0.4554005563259125,,30
105,134,255,豐盛,0.42114555835723877,0.42114555835723877,,30
110,139,255,豐盛,0.3701266646385193,0.3701266646385193,,30
115,144,155,是,0.252284437417984,0.252284437417984,,30
125,154,221,穿衣服,0.20087295770645142,0.20087295770645142,,30
135,164,299,魚,0.21940751373767853,0.21940751373767853,,30
140,209,299,魚,0.430961012840271,0.430961012840271,,30
145,174,299,魚,0.3024398684501648,0.3024398684501648,,30
150,179,299,魚,0.32059454917907715,0.32059454917907715,,30
155,184,299,魚,0.32989659905433655,0.32989659905433655,,30
160,189,299,魚,0.33675485849380493,0.33675485849380493,,30
165,194,299,魚,0.4098571836948395,0.4098571836948395,,30
170,199,299,魚,0.430961012840271,0.430961012840271,,30
175,204,299,魚,0.4237901568412781,0.4237901568412781,,30
180,209,299,魚,0.4022136926651001,0.4022136926651001,,30
185,214,299,魚,0.3609012961387634,0.3609012961387634,,30
190,219,299,魚,0.2901187837123871,0.2901187837123871,,30
195,244,257,豬肉,0.5401390194892883,0.5401390194892883,,30
200,229,257,豬肉,0.5364977121353149,0.5364977121353149,,30
205,234,257,豬肉,0.5401390194892883,0.5401390194892883,,30
210,239,257,豬肉,0.5199008584022522,0.5199008584022522,,30
215,244,257,豬肉,0.475766122341156,0.475766122341156,,30
220,249,257,豬肉,0.28712236881256104,0.28712236881256104,,30
230,279,242,菜,0.37715330719947815,0.37715330719947815,,30
235,264,242,菜,0.35611623525619507,0.35611623525619507,,30
240,269,242,菜,0.37715330719947815,0.37715330719947815,,30
245,274,242,菜,0.37282317876815796,0.37282317876815796,,30
250,279,242,菜,0.338285356760025,0.338285356760025,,30
255,284,242,菜,0.2644891142845154,0.2644891142845154,,30
265,304,163,有,0.24514932930469513,0.24514932930469513,,30
270,299,163,有,0.23588410019874573,0.23588410019874573,,30
275,304,163,有,0.24514932930469513,0.24514932930469513,,30
280,309,163,有,0.2197898030281067,0.2197898030281067,,30
295,324,247,蜜蜂,0.20917682349681854,0.20917682349681854,,30
300,339,247,蜜蜂,0.2525256276130676,0.2525256276130676,,30
305,334,247,蜜蜂,0.2492750585079193,0.2492750585079193,,30
310,339,247,蜜蜂,0.2525256276130676,0.2525256276130676,,30
315,344,247,蜜蜂,0.23037013411521912,0.23037013411521912,,30
320,369,276,這些,0.3242100477218628,0.3242100477218628,,30
325,354,276,這些,0.304257333278656,0.304257333278656,,30
330,359,276,這些,0.3242100477218628,0.3242100477218628,,30
335,364,276,這些,0.31717121601104736,0.31717121601104736,,30
340,369,276,這些,0.3193925619125366,0.3193925619125366,,30
345,374,276,這些,0.3141268491744995,0.3141268491744995,,30
350,379,46,你們(大家),0.2830786406993866,0.2830786406993866,,30
355,384,46,你們(大家),0.2618151307106018,0.2618151307106018,,30
380,409,73,吃,0.22502315044403076,0.22502315044403076,,30
385,414,73,吃,0.2399144470691681,0.2399144470691681,,30
395,424,176,水壺,0.20687881112098694,0.20687881112098694,,30
400,429,176,水壺,0.21008118987083435,0.21008118987083435,,30
410,439,168,棒,0.23943577706813812,0.23943577706813812,,30
415,464,168,棒,0.30674248933792114,0.30674248933792114,,30
420,449,168,棒,0.3027918338775635,0.3027918338775635,,30
425,454,168,棒,0.30674248933792114,0.30674248933792114,,30
430,459,168,棒,0.29693782329559326,0.29693782329559326,,30
435,464,168,棒,0.29309362173080444,0.29309362173080444,,30
440,469,168,棒,0.263528436422348,0.263528436422348,,30
450,479,176,水壺,0.22381705045700073,0.22381705045700073,,30
495,524,108,家人,0.27764761447906494,0.27764761447906494,,30
