start,end,cid,word,score_base,score_comb,dtw_cost,win
0,49,88,四十,0.260464072227478,0.260464072227478,,30
5,34,88,四十,0.2557290494441986,0.2557290494441986,,30
10,39,88,四十,0.2438797950744629,0.2438797950744629,,30
15,44,88,四十,0.23619376122951508,0.23619376122951508,,30
20,49,88,四十,0.22885854542255402,0.22885854542255402,,30
25,54,88,四十,0.22491012513637543,0.22491012513637543,,30
30,59,145,放心,0.24937081336975098,0.24937081336975098,,30
35,64,145,放心,0.25221818685531616,0.25221818685531616,,30
40,69,145,放心,0.2507675290107727,0.2507675290107727,,30
45,74,88,四十,0.2612834870815277,0.2612834870815277,,30
50,89,88,四十,0.27678313851356506,0.27678313851356506,,30
55,84,88,四十,0.2711448073387146,0.2711448073387146,,30
60,89,88,四十,0.251949667930603,0.251949667930603,,30
65,94,88,四十,0.2155822217464447,0.2155822217464447,,30
85,164,181,洗手,0.6226733922958374,0.6226733922958374,,30
90,119,181,洗手,0.39729657769203186,0.39729657769203186,,30
95,124,181,洗手,0.4731737971305847,0.4731737971305847,,30
100,129,181,洗手,0.5069683194160461,0.5069683194160461,,30
105,134,181,洗手,0.5966050624847412,0.5966050624847412,,30
110,139,181,洗手,0.592943549156189,0.592943549156189,,30
115,144,181,洗手,0.5992883443832397,0.5992883443832397,,30
120,149,181,洗手,0.618902325630188,0.618902325630188,,30
125,154,181,洗手,0.6226733922958374,0.6226733922958374,,30
130,159,181,洗手,0.6029363870620728,0.6029363870620728,,30
135,164,181,洗手,0.5401929616928101,0.5401929616928101,,30
140,169,181,洗手,0.3944714069366455,0.3944714069366455,,30
145,229,184,洗臉,0.47404414415359497,0.47404414415359497,,30
150,179,184,洗臉,0.4570629596710205,0.4570629596710205,,30
155,184,184,洗臉,0.4634149670600891,0.4634149670600891,,30
160,189,184,洗臉,0.46991243958473206,0.46991243958473206,,30
165,194,184,洗臉,0.47404414415359497,0.47404414415359497,,30
170,199,184,洗臉,0.46654728055000305,0.46654728055000305,,30
175,204,184,洗臉,0.45808783173561096,0.45808783173561096,,30
180,209,184,洗臉,0.46372559666633606,0.46372559666633606,,30
185,214,184,洗臉,0.4716847538948059,0.4716847538948059,,30
190,219,184,洗臉,0.47255265712738037,0.47255265712738037,,30
195,224,184,洗臉,0.46496856212615967,0.46496856212615967,,30
200,229,184,洗臉,0.45608198642730713,0.45608198642730713,,30
205,234,184,洗臉,0.4263800382614136,0.4263800382614136,,30
210,299,187,洗頭,0.6502261757850647,0.6502261757850647,,30
215,244,187,洗頭,0.5565407276153564,0.5565407276153564,,30
220,249,187,洗頭,0.6242114305496216,0.6242114305496216,,30
225,254,187,洗頭,0.6466259956359863,0.6466259956359863,,30
230,259,187,洗頭,0.6502261757850647,0.6502261757850647,,30
235,264,187,洗頭,0.6296446323394775,0.6296446323394775,,30
240,269,187,洗頭,0.6229519844055176,0.6229519844055176,,30
245,274,187,洗頭,0.6149394512176514,0.6149394512176514,,30
250,279,187,洗頭,0.5806325674057007,0.5806325674057007,,30
255,284,187,洗頭,0.5639910101890564,0.5639910101890564,,30
260,289,187,洗頭,0.4627089500427246,0.4627089500427246,,30
265,294,187,洗頭,0.41464507579803467,0.41464507579803467,,30
270,299,187,洗頭,0.34795424342155457,0.34795424342155457,,30
275,304,282,都,0.3136807084083557,0.3136807084083557,,30
280,329,282,都,0.48675453662872314,0.48675453662872314,,30
285,314,282,都,0.4476122260093689,0.4476122260093689,,30
290,319,282,都,0.48675453662872314,0.48675453662872314,,30
295,324,282,都,0.4807812571525574,0.4807812571525574,,30
300,329,282,都,0.4468423128128052,0.4468423128128052,,30
305,334,282,都,0.3545036017894745,0.3545036017894745,,30
310,379,31,乾淨,0.504814863204956,0.504814863204956,,30
315,344,31,乾淨,0.46482980251312256,0.46482980251312256,,30
320,349,31,乾淨,0.4756354093551636,0.4756354093551636,,30
325,354,31,乾淨,0.48110198974609375,0.48110198974609375,,30
330,359,31,乾淨,0.4937369227409363,0.4937369227409363,,30
335,364,31,乾淨,0.5046200156211853,0.5046200156211853,,30
340,369,31,乾淨,0.504814863204956,0.504814863204956,,30
345,374,31,乾淨,0.4870777130126953,0.4870777130126953,,30
350,379,31,乾淨,0.4499630033969879,0.4499630033969879,,30
355,384,31,乾淨,0.3785625398159027,0.3785625398159027,,30
360,389,182,洗澡,0.3024943470954895,0.3024943470954895,,30
365,424,182,洗澡,0.590970516204834,0.590970516204834,,30
370,399,182,洗澡,0.44926103949546814,0.44926103949546814,,30
375,404,182,洗澡,0.476766437292099,0.476766437292099,,30
380,409,182,洗澡,0.57378089427948,0.57378089427948,,30
385,414,182,洗澡,0.590970516204834,0.590970516204834,,30
