start,end,cid,word,score_base,score_comb,dtw_cost,win
0,29,262,贏,0.2846689522266388,0.2846689522266388,,30
10,59,98,奶奶,0.2950080633163452,0.2950080633163452,,30
45,94,201,狗,0.2635219693183899,0.2635219693183899,,30
80,119,23,不,0.40766608715057373,0.40766608715057373,,30
110,139,267,跑步,0.21209153532981873,0.21209153532981873,,30
135,164,199,牠,0.21177320182323456,0.21177320182323456,,30
155,224,188,活潑,0.614871621131897,0.614871621131897,,30
210,249,236,聰明,0.28726688027381897,0.28726688027381897,,30
255,284,144,放學,0.26826587319374084,0.26826587319374084,,30
275,334,222,站起來,0.5278164148330688,0.5278164148330688,,30
315,374,93,坐下,0.5684807300567627,0.5684807300567627,,30
355,384,68,原來,0.23026646673679352,0.23026646673679352,,30
370,414,57,再見,0.40871912240982056,0.40871912240982056,,30
395,424,301,鳳梨,0.29055824875831604,0.29055824875831604,,30
405,454,72,台灣手語,0.5535398125648499,0.5535398125648499,,30
440,479,277,這兩個,0.4650343656539917,0.4650343656539917,,30
460,489,275,這三個,0.2788942754268646,0.2788942754268646,,30
470,519,249,見到,0.5979682803153992,0.5979682803153992,,30
505,554,127,懂,0.47918781638145447,0.47918781638145447,,30
570,609,125,想,0.2764343321323395,0.2764343321323395,,30
620,659,236,聰明,0.2869093120098114,0.2869093120098114,,30
640,679,78,告訴(牠),0.30575698614120483,0.30575698614120483,,30
665,694,15,三十,0.36692118644714355,0.36692118644714355,,30
680,709,262,贏,0.49108466506004333,0.49108466506004333,,30
